hour_of_year,month,hour,lrmer_co2e_c,synthetic
868,2,4,318.9856058821759,False
869,2,5,307.0637023275575,False
870,2,6,307.48719155006864,False
871,2,7,217.84287338487752,False
872,2,8,179.1152232483948,False
873,2,9,171.6217410628094,False
874,2,10,176.54610649248025,False
875,2,11,172.3421754585051,False
876,2,12,179.47682540376402,False
877,2,13,172.23209064079325,False
878,2,14,176.16380246509726,False
879,2,15,186.61078454415585,False
880,2,16,199.96810466522487,False
881,2,17,303.0335441465007,False
882,2,18,321.6933807272263,False
883,2,19,321.162497256616,False
884,2,20,311.78216665327795,False
885,2,21,306.45402871889274,False
886,2,22,304.0984248160829,False
887,2,23,304.9232022759132,False
888,2,0,313.622391191355,False
889,2,1,315.7540760450616,False
890,2,2,317.09027923170396,False
891,2,3,325.8804854695732,False
892,2,4,318.9856058821759,False
893,2,5,307.0637023275575,False
894,2,6,307.48719155006864,False
895,2,7,217.84287338487752,False
896,2,8,179.1152232483948,False
897,2,9,171.6217410628094,False
898,2,10,176.54610649248025,False
899,2,11,172.3421754585051,False
900,2,12,179.47682540376402,False
901,2,13,172.23209064079325,False
902,2,14,176.16380246509726,False
903,2,15,186.61078454415585,False
904,2,16,199.96810466522487,False
905,2,17,303.0335441465007,False
906,2,18,321.6933807272263,False
907,2,19,321.162497256616,False
908,2,20,311.78216665327795,False
909,2,21,306.45402871889274,False
910,2,22,304.0984248160829,False
911,2,23,304.9232022759132,False
912,2,0,313.622391191355,False
913,2,1,315.7540760450616,False
914,2,2,317.09027923170396,False
915,2,3,325.8804854695732,False
916,2,4,318.9856058821759,False
917,2,5,307.0637023275575,False
918,2,6,307.48719155006864,False
919,2,7,217.84287338487752,False
920,2,8,179.1152232483948,False
921,2,9,171.6217410628094,False
922,2,10,176.54610649248025,False
923,2,11,172.3421754585051,False
924,2,12,179.47682540376402,False
925,2,13,172.23209064079325,False
926,2,14,176.16380246509726,False
927,2,15,186.61078454415585,False
928,2,16,199.96810466522487,False
929,2,17,303.0335441465007,False
930,2,18,321.6933807272263,False
931,2,19,321.162497256616,False
932,2,20,311.78216665327795,False
933,2,21,306.45402871889274,False
934,2,22,304.0984248160829,False
935,2,23,304.9232022759132,False
936,2,0,313.622391191355,False
937,2,1,315.7540760450616,False
938,2,2,317.09027923170396,False
939,2,3,325.8804854695732,False
940,2,4,318.9856058821759,False
941,2,5,307.0637023275575,False
942,2,6,307.48719155006864,False
943,2,7,217.84287338487752,False
944,2,8,179.1152232483948,False
945,2,9,171.6217410628094,False
946,2,10,176.54610649248025,False
947,2,11,172.3421754585051,False
948,2,12,179.47682540376402,False
949,2,13,172.23209064079325,False
950,2,14,176.16380246509726,False
951,2,15,186.61078454415585,False
952,2,16,199.96810466522487,False
953,2,17,303.0335441465007,False
954,2,18,321.6933807272263,False
955,2,19,321.162497256616,False
956,2,20,311.78216665327795,False
957,2,21,306.45402871889274,False
958,2,22,304.0984248160829,False
959,2,23,304.9232022759132,False
960,2,0,313.622391191355,False
961,2,1,315.7540760450616,False
962,2,2,317.09027923170396,False
963,2,3,325.8804854695732,False
964,2,4,318.9856058821759,False
965,2,5,307.0637023275575,False
966,2,6,307.48719155006864,False
967,2,7,217.84287338487752,False
968,2,8,179.1152232483948,False
969,2,9,171.6217410628094,False
970,2,10,176.54610649248025,False
971,2,11,172.3421754585051,False
972,2,12,179.47682540376402,False
973,2,13,172.23209064079325,False
974,2,14,176.16380246509726,False
975,2,15,186.61078454415585,False
976,2,16,199.96810466522487,False
977,2,17,303.0335441465007,False
978,2,18,321.6933807272263,False
979,2,19,321.162497256616,False
980,2,20,311.78216665327795,False
981,2,21,306.45402871889274,False
982,2,22,304.0984248160829,False
983,2,23,304.9232022759132,False
984,2,0,313.622391191355,False
985,2,1,315.7540760450616,False
986,2,2,317.09027923170396,False
987,2,3,325.8804854695732,False
988,2,4,318.9856058821759,False
989,2,5,307.0637023275575,False
990,2,6,307.48719155006864,False
991,2,7,217.84287338487752,False
992,2,8,179.1152232483948,False
993,2,9,171.6217410628094,False
994,2,10,176.54610649248025,False
995,2,11,172.3421754585051,False
996,2,12,179.47682540376402,False
997,2,13,172.23209064079325,False
998,2,14,176.16380246509726,False
999,2,15,186.61078454415585,False
1000,2,16,199.96810466522487,False
1001,2,17,303.0335441465007,False
1002,2,18,321.6933807272263,False
1003,2,19,321.162497256616,False
1004,2,20,311.78216665327795,False
1005,2,21,306.45402871889274,False
1006,2,22,304.0984248160829,False
1007,2,23,304.9232022759132,False
1008,2,0,313.622391191355,False
1009,2,1,315.7540760450616,False
1010,2,2,317.09027923170396,False
1011,2,3,325.8804854695732,False
1012,2,4,318.9856058821759,False
1013,2,5,307.0637023275575,False
1014,2,6,307.48719155006864,False
1015,2,7,217.84287338487752,False
1016,2,8,179.1152232483948,False
1017,2,9,171.6217410628094,False
1018,2,10,176.54610649248025,False
1019,2,11,172.3421754585051,False
1020,2,12,179.47682540376402,False
1021,2,13,172.23209064079325,False
1022,2,14,176.16380246509726,False
1023,2,15,186.61078454415585,False
1024,2,16,199.96810466522487,False
1025,2,17,303.0335441465007,False
1026,2,18,321.6933807272263,False
1027,2,19,321.162497256616,False
1028,2,20,311.78216665327795,False
1029,2,21,306.45402871889274,False
1030,2,22,304.0984248160829,False
1031,2,23,304.9232022759132,False
1032,2,0,313.622391191355,False
1033,2,1,315.7540760450616,False
1034,2,2,317.09027923170396,False
1035,2,3,325.8804854695732,False
1036,2,4,318.9856058821759,False
1037,2,5,307.0637023275575,False
1038,2,6,307.48719155006864,False
1039,2,7,217.84287338487752,False
1040,2,8,179.1152232483948,False
1041,2,9,171.6217410628094,False
1042,2,10,176.54610649248025,False
1043,2,11,172.3421754585051,False
1044,2,12,179.47682540376402,False
1045,2,13,172.23209064079325,False
1046,2,14,176.16380246509726,False
1047,2,15,186.61078454415585,False
1048,2,16,199.96810466522487,False
1049,2,17,303.0335441465007,False
1050,2,18,321.6933807272263,False
1051,2,19,321.162497256616,False
1052,2,20,311.78216665327795,False
1053,2,21,306.45402871889274,False
1054,2,22,304.0984248160829,False
1055,2,23,304.9232022759132,False
1056,2,0,313.622391191355,False
1057,2,1,315.7540760450616,False
1058,2,2,317.09027923170396,False
1059,2,3,325.8804854695732,False
1060,2,4,318.9856058821759,False
1061,2,5,307.0637023275575,False
1062,2,6,307.48719155006864,False
1063,2,7,217.84287338487752,False
1064,2,8,179.1152232483948,False
1065,2,9,171.6217410628094,False
1066,2,10,176.54610649248025,False
1067,2,11,172.3421754585051,False
1068,2,12,179.47682540376402,False
1069,2,13,172.23209064079325,False
1070,2,14,176.16380246509726,False
1071,2,15,186.61078454415585,False
1072,2,16,199.96810466522487,False
1073,2,17,303.0335441465007,False
1074,2,18,321.6933807272263,False
1075,2,19,321.162497256616,False
1076,2,20,311.78216665327795,False
1077,2,21,306.45402871889274,False
1078,2,22,304.0984248160829,False
1079,2,23,304.9232022759132,False
1080,2,0,313.622391191355,False
1081,2,1,315.7540760450616,False
1082,2,2,317.09027923170396,False
1083,2,3,325.8804854695732,False
1084,2,4,318.9856058821759,False
1085,2,5,307.0637023275575,False
1086,2,6,307.48719155006864,False
1087,2,7,217.84287338487752,False
1088,2,8,179.1152232483948,False
1089,2,9,171.6217410628094,False
1090,2,10,176.54610649248025,False
1091,2,11,172.3421754585051,False
1092,2,12,179.47682540376402,False
1093,2,13,172.23209064079325,False
1094,2,14,176.16380246509726,False
1095,2,15,186.61078454415585,False
1096,2,16,199.96810466522487,False
1097,2,17,303.0335441465007,False
1098,2,18,321.6933807272263,False
1099,2,19,321.162497256616,False
1100,2,20,311.78216665327795,False
1101,2,21,306.45402871889274,False
1102,2,22,304.0984248160829,False
1103,2,23,304.9232022759132,False
1104,2,0,313.622391191355,False
1105,2,1,315.7540760450616,False
1106,2,2,317.09027923170396,False
1107,2,3,325.8804854695732,False
1108,2,4,318.9856058821759,False
1109,2,5,307.0637023275575,False
1110,2,6,307.48719155006864,False
1111,2,7,217.84287338487752,False
1112,2,8,179.1152232483948,False
1113,2,9,171.6217410628094,False
1114,2,10,176.54610649248025,False
1115,2,11,172.3421754585051,False
1116,2,12,179.47682540376402,False
1117,2,13,172.23209064079325,False
1118,2,14,176.16380246509726,False
1119,2,15,186.61078454415585,False
1120,2,16,199.96810466522487,False
1121,2,17,303.0335441465007,False
1122,2,18,321.6933807272263,False
1123,2,19,321.162497256616,False
1124,2,20,311.78216665327795,False
1125,2,21,306.45402871889274,False
1126,2,22,304.0984248160829,False
1127,2,23,304.9232022759132,False
1128,2,0,313.622391191355,False
1129,2,1,315.7540760450616,False
1130,2,2,317.09027923170396,False
1131,2,3,325.8804854695732,False
1132,2,4,318.9856058821759,False
1133,2,5,307.0637023275575,False
1134,2,6,307.48719155006864,False
1135,2,7,217.84287338487752,False
1136,2,8,179.1152232483948,False
1137,2,9,171.6217410628094,False
1138,2,10,176.54610649248025,False
1139,2,11,172.3421754585051,False
1140,2,12,179.47682540376402,False
1141,2,13,172.23209064079325,False
1142,2,14,176.16380246509726,False
1143,2,15,186.61078454415585,False
1144,2,16,199.96810466522487,False
1145,2,17,303.0335441465007,False
1146,2,18,321.6933807272263,False
1147,2,19,321.162497256616,False
1148,2,20,311.78216665327795,False
1149,2,21,306.45402871889274,False
1150,2,22,304.0984248160829,False
1151,2,23,304.9232022759132,False
1152,2,0,313.622391191355,False
1153,2,1,315.7540760450616,False
1154,2,2,317.09027923170396,False
1155,2,3,325.8804854695732,False
1156,2,4,318.9856058821759,False
1157,2,5,307.0637023275575,False
1158,2,6,307.48719155006864,False
1159,2,7,217.84287338487752,False
1160,2,8,179.1152232483948,False
1161,2,9,171.6217410628094,False
1162,2,10,176.54610649248025,False
1163,2,11,172.3421754585051,False
1164,2,12,179.47682540376402,False
1165,2,13,172.23209064079325,False
1166,2,14,176.16380246509726,False
1167,2,15,186.61078454415585,False
1168,2,16,199.96810466522487,False
1169,2,17,303.0335441465007,False
1170,2,18,321.6933807272263,False
1171,2,19,321.162497256616,False
1172,2,20,311.78216665327795,False
1173,2,21,306.45402871889274,False
1174,2,22,304.0984248160829,False
1175,2,23,304.9232022759132,False
1176,2,0,313.622391191355,False
1177,2,1,315.7540760450616,False
1178,2,2,317.09027923170396,False
1179,2,3,325.8804854695732,False
1180,2,4,318.9856058821759,False
1181,2,5,307.0637023275575,False
1182,2,6,307.48719155006864,False
1183,2,7,217.84287338487752,False
1184,2,8,179.1152232483948,False
1185,2,9,171.6217410628094,False
1186,2,10,176.54610649248025,False
1187,2,11,172.3421754585051,False
1188,2,12,179.47682540376402,False
1189,2,13,172.23209064079325,False
1190,2,14,176.16380246509726,False
1191,2,15,186.61078454415585,False
1192,2,16,199.96810466522487,False
1193,2,17,303.0335441465007,False
1194,2,18,321.6933807272263,False
1195,2,19,321.162497256616,False
1196,2,20,311.78216665327795,False
1197,2,21,306.45402871889274,False
1198,2,22,304.0984248160829,False
1199,2,23,304.9232022759132,False
1200,2,0,313.622391191355,False
1201,2,1,315.7540760450616,False
1202,2,2,317.09027923170396,False
1203,2,3,325.8804854695732,False
1204,2,4,318.9856058821759,False
1205,2,5,307.0637023275575,False
1206,2,6,307.48719155006864,False
1207,2,7,217.84287338487752,False
1208,2,8,179.1152232483948,False
1209,2,9,171.6217410628094,False
1210,2,10,176.54610649248025,False
1211,2,11,172.3421754585051,False
1212,2,12,179.47682540376402,False
1213,2,13,172.23209064079325,False
1214,2,14,176.16380246509726,False
1215,2,15,186.61078454415585,False
1216,2,16,199.96810466522487,False
1217,2,17,303.0335441465007,False
1218,2,18,321.6933807272263,False
1219,2,19,321.162497256616,False
1220,2,20,311.78216665327795,False
1221,2,21,306.45402871889274,False
1222,2,22,304.0984248160829,False
1223,2,23,304.9232022759132,False
1224,2,0,313.622391191355,False
1225,2,1,315.7540760450616,False
1226,2,2,317.09027923170396,False
1227,2,3,325.8804854695732,False
1228,2,4,318.9856058821759,False
1229,2,5,307.0637023275575,False
1230,2,6,307.48719155006864,False
1231,2,7,217.84287338487752,False
1232,2,8,179.1152232483948,False
1233,2,9,171.6217410628094,False
1234,2,10,176.54610649248025,False
1235,2,11,172.3421754585051,False
1236,2,12,179.47682540376402,False
1237,2,13,172.23209064079325,False
1238,2,14,176.16380246509726,False
1239,2,15,186.61078454415585,False
1240,2,16,199.96810466522487,False
1241,2,17,303.0335441465007,False
1242,2,18,321.6933807272263,False
1243,2,19,321.162497256616,False
1244,2,20,311.78216665327795,False
1245,2,21,306.45402871889274,False
1246,2,22,304.0984248160829,False
1247,2,23,304.9232022759132,False
1248,2,0,313.622391191355,False
1249,2,1,315.7540760450616,False
1250,2,2,317.09027923170396,False
1251,2,3,325.8804854695732,False
1252,2,4,318.9856058821759,False
1253,2,5,307.0637023275575,False
1254,2,6,307.48719155006864,False
1255,2,7,217.84287338487752,False
1256,2,8,179.1152232483948,False
1257,2,9,171.6217410628094,False
1258,2,10,176.54610649248025,False
1259,2,11,172.3421754585051,False
1260,2,12,179.47682540376402,False
1261,2,13,172.23209064079325,False
1262,2,14,176.16380246509726,False
1263,2,15,186.61078454415585,False
1264,2,16,199.96810466522487,False
1265,2,17,303.0335441465007,False
1266,2,18,321.6933807272263,False
1267,2,19,321.162497256616,False
1268,2,20,311.78216665327795,False
1269,2,21,306.45402871889274,False
1270,2,22,304.0984248160829,False
1271,2,23,304.9232022759132,False
1272,2,0,313.622391191355,False
1273,2,1,315.7540760450616,False
1274,2,2,317.09027923170396,False
1275,2,3,325.8804854695732,False
1276,2,4,318.9856058821759,False
1277,2,5,307.0637023275575,False
1278,2,6,307.48719155006864,False
1279,2,7,217.84287338487752,False
1280,2,8,179.1152232483948,False
1281,2,9,171.6217410628094,False
1282,2,10,176.54610649248025,False
1283,2,11,172.3421754585051,False
1284,2,12,179.47682540376402,False
1285,2,13,172.23209064079325,False
1286,2,14,176.16380246509726,False
1287,2,15,186.61078454415585,False
1288,2,16,199.96810466522487,False
1289,2,17,303.0335441465007,False
1290,2,18,321.6933807272263,False
1291,2,19,321.162497256616,False
1292,2,20,311.78216665327795,False
1293,2,21,306.45402871889274,False
1294,2,22,304.0984248160829,False
1295,2,23,304.9232022759132,False
1296,2,0,313.622391191355,False
1297,2,1,315.7540760450616,False
1298,2,2,317.09027923170396,False
1299,2,3,325.8804854695732,False
1300,2,4,318.9856058821759,False
1301,2,5,307.0637023275575,False
1302,2,6,307.48719155006864,False
1303,2,7,217.84287338487752,False
1304,2,8,179.1152232483948,False
1305,2,9,171.6217410628094,False
1306,2,10,176.54610649248025,False
1307,2,11,172.3421754585051,False
1308,2,12,179.47682540376402,False
1309,2,13,172.23209064079325,False
1310,2,14,176.16380246509726,False
1311,2,15,186.61078454415585,False
1312,2,16,199.96810466522487,False
1313,2,17,303.0335441465007,False
1314,2,18,321.6933807272263,False
1315,2,19,321.162497256616,False
1316,2,20,311.78216665327795,False
1317,2,21,306.45402871889274,False
1318,2,22,304.0984248160829,False
1319,2,23,304.9232022759132,False
1320,2,0,313.622391191355,False
1321,2,1,315.7540760450616,False
1322,2,2,317.09027923170396,False
1323,2,3,325.8804854695732,False
1324,2,4,318.9856058821759,False
1325,2,5,307.0637023275575,False
1326,2,6,307.48719155006864,False
1327,2,7,217.84287338487752,False
1328,2,8,179.1152232483948,False
1329,2,9,171.6217410628094,False
1330,2,10,176.54610649248025,False
1331,2,11,172.3421754585051,False
1332,2,12,179.47682540376402,False
1333,2,13,172.23209064079325,False
1334,2,14,176.16380246509726,False
1335,2,15,186.61078454415585,False
1336,2,16,199.96810466522487,False
1337,2,17,303.0335441465007,False
1338,2,18,321.6933807272263,False
1339,2,19,321.162497256616,False
1340,2,20,311.78216665327795,False
1341,2,21,306.45402871889274,False
1342,2,22,304.0984248160829,False
1343,2,23,304.9232022759132,False
1344,2,0,313.622391191355,False
1345,2,1,315.7540760450616,False
1346,2,2,317.09027923170396,False
1347,2,3,325.8804854695732,False
1348,2,4,318.9856058821759,False
1349,2,5,307.0637023275575,False
1350,2,6,307.48719155006864,False
1351,2,7,217.84287338487752,False
1352,2,8,179.1152232483948,False
1353,2,9,171.6217410628094,False
